Age,Gender,Department,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,EnvironmentSatisfaction,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PerformanceRating,Education,Attrition
47,Female,Research & Development,Manufacturing Director,Married,8504,8,2,4,3,2,No,Travel_Rarely,29,3,6,3,4,5,No
48,Female,Sales,Laboratory Technician,Married,5513,5,3,1,3,2,Yes,Travel_Rarely,13,3,5,1,3,4,No
22,Male,Human Resources,Manufacturing Director,Married,6851,6,2,1,1,3,Yes,Travel_Rarely,3,1,0,2,4,3,No
31,Female,Research & Development,Research Scientist,Married,12556,5,1,4,1,2,No,Travel_Rarely,21,2,2,1,3,3,No
28,Male,Sales,Sales Executive,Married,4275,5,1,4,1,2,No,Travel_Rarely,28,2,5,1,3,2,Yes
26,Female,Research & Development,Laboratory Technician,Married,5410,7,3,2,3,1,No,Travel_Rarely,6,4,0,1,3,5,No
51,Male,Sales,Research Scientist,Divorced,6055,5,3,2,2,4,No,Travel_Rarely,19,0,1,1,3,4,No
29,Male,Sales,Sales Executive,Married,16284,4,1,3,4,2,No,Travel_Rarely,15,8,6,3,3,5,No
52,Male,Research & Development,Sales Executive,Divorced,3535,7,4,3,1,3,Yes,Travel_Frequently,4,7,5,1,3,5,No
52,Female,Research & Development,Research Scientist,Married,10058,6,1,1,2,1,No,Travel_Rarely,21,7,4,2,3,2,Yes
18,Male,Research & Development,Human Resources,Married,9779,9,2,4,3,3,No,Travel_Frequently,3,2,5,1,4,5,No
57,Male,Human Resources,Healthcare Representative,Married,4228,4,4,4,1,1,No,Travel_Frequently,4,1,2,1,3,4,Yes
39,Male,Research & Development,Human Resources,Single,14145,1,1,3,3,1,Yes,Travel_Rarely,5,0,0,3,3,1,Yes
46,Male,Sales,Research Director,Single,9226,8,4,1,2,2,No,Travel_Frequently,18,5,4,3,3,1,No
25,Female,Sales,Manager,Married,10333,5,4,1,1,2,Yes,Travel_Rarely,26,9,2,1,3,4,No
28,Male,Research & Development,Sales Executive,Married,7049,6,4,3,1,2,No,Travel_Rarely,25,0,1,3,3,2,No
58,Female,Research & Development,Healthcare Representative,Married,11486,5,3,3,1,4,No,Travel_Rarely,10,4,5,3,4,3,No
54,Male,Research & Development,Sales Executive,Married,15909,6,1,3,1,4,Yes,Travel_Rarely,8,8,6,1,3,2,No
31,Male,Research & Development,Sales Representative,Single,2461,8,3,2,2,3,No,Travel_Rarely,12,8,4,3,4,4,Yes
47,Female,Sales,Research Director,Single,13875,2,3,1,1,2,No,Travel_Rarely,22,3,6,0,3,5,No
52,Female,Research & Development,Research Director,Married,16588,4,2,1,4,4,Yes,Travel_Rarely,26,6,0,0,3,1,Yes
38,Male,Research & Development,Sales Representative,Single,11860,1,2,1,4,2,Yes,Travel_Rarely,27,6,0,0,3,5,Yes
54,Male,Human Resources,Research Scientist,Married,17636,6,4,3,3,4,No,Travel_Rarely,3,3,1,3,4,2,No
22,Female,Sales,Healthcare Representative,Married,12326,8,4,3,1,4,No,Travel_Rarely,27,4,2,0,3,4,No
36,Male,Research & Development,Manufacturing Director,Married,5174,7,2,3,4,1,No,Travel_Rarely,18,8,4,2,4,1,Yes
31,Female,Sales,Healthcare Representative,Single,2007,6,2,3,4,2,No,Travel_Rarely,23,6,1,0,3,4,Yes
43,Male,Research & Development,Human Resources,Single,4465,4,1,4,4,2,No,Travel_Rarely,8,6,2,2,3,1,No
21,Female,Sales,Manufacturing Director,Married,2432,3,4,3,2,4,No,Travel_Rarely,26,9,3,3,3,1,Yes
42,Male,Human Resources,Research Director,Married,4883,6,4,2,1,2,No,Non-Travel,1,6,3,0,3,1,No
59,Male,Research & Development,Research Director,Single,15511,6,2,4,2,4,Yes,Travel_Frequently,14,8,2,2,3,2,No
42,Male,Research & Development,Research Scientist,Divorced,11923,3,1,4,2,2,No,Travel_Rarely,22,4,0,3,4,4,No
35,Female,Human Resources,Manager,Single,8923,1,2,3,4,1,No,Travel_Frequently,23,5,0,0,4,3,Yes
57,Female,Sales,Healthcare Representative,Married,12554,8,2,1,4,2,Yes,Travel_Rarely,13,2,3,1,3,3,No
25,Male,Research & Development,Research Scientist,Single,3479,2,3,3,3,1,Yes,Travel_Rarely,25,0,0,0,4,3,Yes
56,Male,Research & Development,Manufacturing Director,Married,17701,5,4,1,1,3,Yes,Non-Travel,12,1,6,0,3,4,No
57,Male,Research & Development,Sales Representative,Married,2036,4,1,3,1,2,No,Travel_Rarely,3,7,0,0,3,5,No
31,Male,Research & Development,Sales Executive,Single,9246,6,3,3,4,2,No,Non-Travel,18,0,2,1,3,4,No
49,Male,Research & Development,Human Resources,Married,6243,4,4,1,4,2,No,Travel_Rarely,21,9,5,2,3,1,Yes
55,Male,Research & Development,Sales Executive,Married,17263,5,2,1,1,1,Yes,Travel_Rarely,13,6,2,2,3,5,Yes
50,Male,Research & Development,Healthcare Representative,Married,10355,5,1,1,3,2,Yes,Travel_Rarely,15,4,0,1,3,1,No
40,Male,Research & Development,Sales Representative,Single,18469,6,4,1,4,2,No,Travel_Rarely,10,5,2,0,3,1,No
32,Female,Sales,Research Director,Married,1948,3,2,2,3,4,No,Travel_Rarely,1,7,4,0,3,4,No
50,Male,Sales,Research Scientist,Single,15195,5,3,1,2,3,Yes,Travel_Rarely,29,3,3,0,3,3,No
42,Male,Sales,Manufacturing Director,Married,6695,5,1,3,4,1,No,Travel_Frequently,6,5,5,2,4,5,No
34,Male,Sales,Research Scientist,Married,19196,4,4,3,2,4,No,Travel_Rarely,9,2,4,2,3,2,No
50,Female,Research & Development,Manufacturing Director,Married,12823,4,3,2,4,1,Yes,Travel_Rarely,10,6,4,1,3,3,No
19,Female,Sales,Manager,Married,12499,4,2,1,2,4,No,Travel_Rarely,15,1,0,3,3,2,No
31,Female,Sales,Manager,Married,11515,4,2,3,4,3,Yes,Travel_Frequently,9,7,0,1,3,4,Yes
57,Male,Research & Development,Research Scientist,Married,17963,6,4,2,3,4,No,Travel_Rarely,23,6,4,2,4,5,No
57,Male,Research & Development,Manufacturing Director,Single,7582,6,2,3,3,1,No,Travel_Rarely,14,7,4,0,4,4,No
56,Female,Research & Development,Manufacturing Director,Single,18524,6,1,2,3,2,No,Non-Travel,11,1,1,0,3,2,No
23,Male,Human Resources,Sales Executive,Married,4617,7,4,2,2,2,No,Travel_Rarely,7,2,1,0,3,1,No
23,Male,Sales,Research Scientist,Married,16896,5,3,4,3,3,No,Travel_Rarely,24,3,6,0,3,4,No
20,Female,Sales,Laboratory Technician,Single,7099,8,4,4,2,1,No,Travel_Frequently,26,8,3,3,3,5,Yes
24,Male,Research & Development,Healthcare Representative,Married,11717,4,4,1,4,1,Yes,Travel_Frequently,2,4,4,1,3,4,Yes
25,Male,Human Resources,Research Director,Married,19873,5,3,4,2,1,No,Travel_Rarely,14,5,2,1,3,3,No
59,Male,Research & Development,Manager,Married,5067,1,2,2,4,3,Yes,Travel_Rarely,6,0,5,2,4,4,Yes
32,Male,Research & Development,Laboratory Technician,Single,6206,7,3,3,1,2,No,Travel_Frequently,5,3,1,1,4,2,Yes
46,Male,Sales,Manager,Married,19626,5,1,3,1,4,Yes,Travel_Rarely,5,3,0,3,3,4,No
50,Male,Research & Development,Sales Representative,Single,12182,9,2,1,1,3,No,Non-Travel,29,9,4,3,3,5,No
47,Female,Sales,Manager,Single,6237,5,4,4,2,4,Yes,Travel_Rarely,19,7,2,3,4,4,Yes
56,Male,Research & Development,Manager,Married,7235,8,2,1,1,2,No,Travel_Rarely,19,7,5,0,3,4,No
44,Male,Human Resources,Sales Executive,Married,5907,9,2,2,1,3,No,Travel_Rarely,6,9,2,2,3,5,No
53,Male,Research & Development,Laboratory Technician,Married,2360,5,1,4,1,2,No,Travel_Frequently,28,5,6,3,3,4,Yes
46,Female,Human Resources,Sales Representative,Single,14129,9,2,1,4,4,No,Non-Travel,26,7,2,1,3,5,No
55,Male,Research & Development,Manufacturing Director,Married,3626,5,2,3,3,1,No,Travel_Rarely,29,8,0,1,3,2,No
50,Female,Research & Development,Manufacturing Director,Single,13221,6,2,3,2,1,No,Non-Travel,10,4,1,1,3,5,No
54,Female,Research & Development,Sales Representative,Single,14065,3,4,1,1,4,Yes,Travel_Rarely,23,0,2,3,4,2,Yes
44,Female,Research & Development,Human Resources,Married,9429,5,2,1,4,1,No,Travel_Rarely,14,0,5,3,3,2,No
50,Male,Research & Development,Research Scientist,Married,10125,5,3,1,3,4,No,Travel_Frequently,17,1,1,1,3,5,No
21,Female,Research & Development,Human Resources,Divorced,9493,8,2,2,3,3,No,Travel_Frequently,3,1,6,3,3,4,No
39,Male,Research & Development,Laboratory Technician,Married,10064,7,1,2,3,3,Yes,Travel_Frequently,28,4,6,1,3,3,Yes
19,Male,Sales,Manager,Married,14486,8,2,3,4,3,No,Travel_Frequently,1,6,3,0,4,5,Yes
27,Male,Research & Development,Manufacturing Director,Married,15516,12,2,2,1,1,No,Travel_Rarely,10,6,0,3,3,4,No
